V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q13,Q14,Q15,Q16,Q17,Q18,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,LocationLatitude,LocationLongitude,LocationAccuracy,
R_2VxpCN1PWAJK5JX,Default Response Set,Anonymous,,,130.64.184.156,0,2016-03-02 11:02:16,2016-03-02 11:04:37,1,4,2,2,3,2,4,4,1,2,3,3,3,2,2,4,4,42.401901245117,-71.119300842285,-1,
R_sRwxY5bH8u8lONj,Default Response Set,Anonymous,,,130.64.25.57,0,2016-03-02 11:11:37,2016-03-02 11:15:09,1,2,1,3,4,4,5,2,1,1,5,4,1,1,2,2,2,42.401901245117,-71.119300842285,-1,
R_3QJJdBI5s1Sn1hK,Default Response Set,Anonymous,,,24.61.14.78,0,2016-03-02 11:16:00,2016-03-02 11:17:39,1,1,1,1,2,3,4,3,3,1,3,2,1,1,3,3,2,,,-1,
R_2E04vOGWogQ1JR9,Default Response Set,Anonymous,,,72.70.45.254,0,2016-03-02 11:41:10,2016-03-02 11:47:12,1,4,3,2,5,5,4,3,2,4,3,4,2,3,4,4,5,42.424697875977,-71.111198425293,-1,
R_0vK1wjQg535kvT7,Default Response Set,Anonymous,,,130.64.25.62,0,2016-03-02 11:44:23,2016-03-02 11:48:27,1,2,1,1,4,2,2,1,1,1,2,1,1,1,1,3,4,42.401901245117,-71.119300842285,-1,
R_1hyF5VEC0QRbKKc,Default Response Set,Anonymous,,,130.64.160.12,0,2016-03-02 12:31:25,2016-03-02 12:34:08,1,1,1,1,1,3,2,2,1,1,3,4,1,1,4,5,2,42.401901245117,-71.119300842285,-1,
R_1KkDyoKRYmgHcq0,Default Response Set,Anonymous,,,130.132.173.161,0,2016-03-02 12:33:11,2016-03-02 12:35:21,1,4,5,5,5,3,4,3,3,4,4,5,4,2,2,2,5,41.30940246582,-72.924003601074,-1,
R_1MQjgo8yuzq4ngV,Default Response Set,Anonymous,,,71.174.180.52,0,2016-03-02 13:07:05,2016-03-02 13:09:32,1,1,1,1,1,3,4,2,3,1,3,1,1,1,4,3,1,42.334594726562,-71.036201477051,-1,
R_2rpSO5v3AxYfhRh,Default Response Set,Anonymous,,,73.234.173.96,0,2016-03-02 13:12:54,2016-03-02 13:14:43,1,2,1,1,2,3,5,2,3,1,5,2,1,3,4,4,3,42.393096923828,-71.134498596191,-1,
R_cPa2tT4I2D0sZ2x,Default Response Set,Anonymous,,,130.64.25.60,0,2016-03-02 14:33:55,2016-03-02 14:36:16,1,1,1,1,3,2,5,3,3,1,4,2,2,1,4,5,1,42.401901245117,-71.119300842285,-1,
R_11gO4KlP3lkGut7,Default Response Set,Anonymous,,,130.64.137.234,0,2016-03-02 14:57:25,2016-03-02 15:00:25,1,2,1,3,2,2,4,3,4,2,3,2,2,2,3,3,3,42.401901245117,-71.119300842285,-1,
R_31ReY2lVkiLzeW4,Default Response Set,Anonymous,,,166.172.60.41,0,2016-03-02 15:31:24,2016-03-02 15:33:05,1,4,2,2,5,3,3,5,5,5,1,4,4,2,3,4,3,40.714294433594,-74.005996704102,-1,
R_9NMjwlyqOyVMhrP,Default Response Set,Anonymous,,,130.64.34.185,0,2016-03-02 15:38:05,2016-03-02 15:39:27,1,2,4,4,4,2,4,4,4,4,1,4,4,2,4,2,5,42.401901245117,-71.119300842285,-1,
R_1hFpNJqTac0snow,Default Response Set,Anonymous,,,73.38.1.178,0,2016-03-02 16:43:51,2016-03-02 16:45:58,1,1,1,2,3,3,1,3,3,1,2,3,1,1,3,3,3,42.424697875977,-71.111198425293,-1,
R_3RaMU7S5E1BpUu1,Default Response Set,Anonymous,,,130.64.25.58,0,2016-03-02 17:07:43,2016-03-02 17:10:32,1,1,1,1,1,2,5,3,3,1,4,1,1,1,5,3,1,42.401901245117,-71.119300842285,-1,
R_2rAyyDt5oRudyac,Default Response Set,Anonymous,,,130.64.25.58,0,2016-03-02 17:14:20,2016-03-02 17:17:35,1,3,1,1,2,4,5,2,2,1,3,2,1,1,3,3,2,42.401901245117,-71.119300842285,-1,
R_1IoOXWXlkAbKnzo,Default Response Set,Anonymous,,,130.64.25.57,0,2016-03-02 17:18:15,2016-03-02 17:22:38,1,1,1,2,4,1,4,1,1,2,1,2,2,1,3,3,3,42.401901245117,-71.119300842285,-1,
R_3gSppSRBX0yOjxs,Default Response Set,Anonymous,,,24.60.201.53,0,2016-03-02 17:22:49,2016-03-02 17:31:09,1,1,1,1,3,1,4,2,4,1,4,1,1,2,5,3,1,42.446395874023,-71.459396362305,-1,
R_2bVtnJRcauCvKVl,Default Response Set,Anonymous,,,209.6.93.242,0,2016-03-02 18:01:23,2016-03-02 18:03:46,1,2,2,1,5,3,5,1,1,1,4,3,1,2,3,4,3,42.401901245117,-71.119300842285,-1,
R_3oABpELFEZpjkeT,Default Response Set,Anonymous,,,130.64.196.29,0,2016-03-02 18:17:59,2016-03-02 18:21:49,1,2,1,1,3,2,4,2,4,1,4,2,2,1,4,3,2,42.401901245117,-71.119300842285,-1,
R_3KToD4587UKF6TG,Default Response Set,Anonymous,,,130.64.157.54,0,2016-03-02 18:23:04,2016-03-02 18:26:13,1,3,2,3,5,5,3,4,3,4,4,4,2,2,1,2,2,42.401901245117,-71.119300842285,-1,
R_Z4ZYYAMmwaegq3f,Default Response Set,Anonymous,,,130.64.25.63,0,2016-03-02 18:28:44,2016-03-02 18:31:09,1,2,1,2,3,2,4,3,3,1,4,1,1,1,4,4,1,42.401901245117,-71.119300842285,-1,
R_CkRx89WJC97szhT,Default Response Set,Anonymous,,,130.64.25.60,0,2016-03-02 18:29:26,2016-03-02 18:33:37,1,2,1,2,4,3,3,3,3,1,3,2,1,2,5,3,3,42.401901245117,-71.119300842285,-1,
R_3hs62gEgcgyM4sW,Default Response Set,Anonymous,,,87.222.162.255,0,2016-03-02 18:36:21,2016-03-02 18:38:19,1,2,1,2,3,3,5,3,3,2,4,2,2,2,3,3,2,40.41650390625,-3.7026062011719,-1,
R_1Bp2ErI4M4Zkm9r,Default Response Set,Anonymous,,,130.64.25.57,0,2016-03-02 18:54:41,2016-03-02 18:59:40,1,2,1,2,3,1,3,2,3,1,5,1,1,1,4,4,2,42.401901245117,-71.119300842285,-1,
R_1K8PMwfmkvIjkDk,Default Response Set,Anonymous,,,130.64.96.195,0,2016-03-02 20:48:07,2016-03-02 20:50:12,1,2,1,1,2,4,5,1,1,3,5,2,1,1,3,3,2,42.401901245117,-71.119300842285,-1,
R_yIUnDwMDkwTCjy9,Default Response Set,Anonymous,,,130.64.149.123,0,2016-03-02 20:49:59,2016-03-02 20:52:07,1,1,1,3,1,3,3,3,3,1,5,1,1,1,3,3,2,42.401901245117,-71.119300842285,-1,
R_1pKKm5eMIVNdyCR,Default Response Set,Anonymous,,,166.171.184.60,0,2016-03-02 20:47:45,2016-03-02 20:52:12,1,2,1,2,3,3,3,3,2,2,2,2,2,2,4,4,3,40.727996826172,-73.945297241211,-1,
R_PXplyz8lcwuEOml,Default Response Set,Anonymous,,,130.64.25.58,0,2016-03-02 20:53:00,2016-03-02 20:57:13,1,2,1,3,1,3,4,2,2,1,4,1,1,1,4,5,2,42.401901245117,-71.119300842285,-1,
R_3CzH8gj0lki3m4V,Default Response Set,Anonymous,,,130.64.94.245,0,2016-03-02 21:21:05,2016-03-02 21:24:11,1,2,1,1,1,3,5,3,3,1,5,1,1,2,3,3,2,42.401901245117,-71.119300842285,-1,
R_2chIsdHX8PhoeAx,Default Response Set,Anonymous,,,130.64.160.191,0,2016-03-02 21:34:41,2016-03-02 21:36:22,1,2,2,3,3,2,4,3,3,1,3,3,2,1,3,4,2,42.401901245117,-71.119300842285,-1,
R_2RVzLY6kGP0QOfa,Default Response Set,Anonymous,,,130.64.160.180,0,2016-03-02 22:43:58,2016-03-02 22:45:40,1,2,1,3,4,3,3,3,3,1,2,2,1,1,3,3,1,42.401901245117,-71.119300842285,-1,
R_2tnfHPD9pXkwRub,Default Response Set,Anonymous,,,130.64.25.56,0,2016-03-02 23:09:56,2016-03-02 23:12:24,1,3,2,2,4,4,4,2,2,4,2,4,3,2,3,4,4,42.401901245117,-71.119300842285,-1,
R_21ySbKtCfT1q1iG,Default Response Set,Anonymous,,,130.64.25.62,0,2016-03-02 23:24:45,2016-03-02 23:27:50,1,3,1,2,4,3,4,3,3,2,2,3,2,2,1,3,3,42.401901245117,-71.119300842285,-1,
R_2OGXabf8R2O24Jo,Default Response Set,Anonymous,,,130.64.25.57,0,2016-03-03 00:52:13,2016-03-03 00:55:25,1,5,1,3,5,5,3,5,3,5,1,5,5,3,1,5,3,42.401901245117,-71.119300842285,-1,
R_qWrlMfCFMqfixBT,Default Response Set,Anonymous,,,98.118.100.96,0,2016-03-03 09:06:24,2016-03-03 09:10:38,1,1,1,3,2,2,3,2,1,1,5,2,2,1,3,3,4,42.424697875977,-71.111198425293,-1,
R_vNx3IL3CQF0zkC5,Default Response Set,Anonymous,,,72.70.60.180,0,2016-03-02 18:42:19,2016-03-03 10:37:21,1,2,1,2,4,1,4,2,3,1,5,2,2,2,3,3,3,42.428100585938,-71.05460357666,-1,
R_0Mv5Q5Kx21GB445,Default Response Set,Anonymous,,,50.245.49.81,0,2016-03-03 11:25:27,2016-03-03 11:29:23,1,1,1,1,2,1,5,3,5,1,5,2,2,1,4,3,2,42.349594116211,-71.074600219727,-1,
R_1gIaYHCk9ILEFTQ,Default Response Set,Anonymous,,,71.192.154.127,0,2016-03-03 12:14:58,2016-03-03 12:26:54,1,3,1,1,5,2,4,2,3,1,4,3,2,1,4,4,2,42.424697875977,-71.111198425293,-1,
R_Q6pSufDrt4Oooq5,Default Response Set,Anonymous,,,71.192.154.127,0,2016-03-03 12:27:46,2016-03-03 12:31:12,1,5,3,2,5,4,4,1,1,1,2,5,2,1,1,2,5,42.424697875977,-71.111198425293,-1,
R_3PS097ONzbtjDEJ,Default Response Set,Anonymous,,,130.64.25.60,0,2016-03-03 12:33:37,2016-03-03 12:40:04,1,2,1,2,2,2,3,2,2,2,2,2,2,1,4,4,2,42.401901245117,-71.119300842285,-1,
R_yL3v7B8GWwxloJz,Default Response Set,Anonymous,,,209.6.54.227,0,2016-03-03 12:46:29,2016-03-03 12:48:32,1,1,1,1,4,2,4,2,2,2,2,2,1,1,4,3,3,42.401901245117,-71.119300842285,-1,
R_3noz14h2CAoReAs,Default Response Set,Anonymous,,,130.64.25.61,0,2016-03-03 14:16:10,2016-03-03 14:20:51,1,1,1,1,1,2,4,2,4,1,4,1,1,1,5,5,1,42.401901245117,-71.119300842285,-1,
R_3ezdOig2k11aO0F,Default Response Set,Anonymous,,,130.64.25.59,0,2016-03-03 15:26:53,2016-03-03 15:32:05,1,3,1,1,4,2,3,3,2,1,5,3,1,1,5,4,2,42.401901245117,-71.119300842285,-1,
R_1d46xC08T0XNuEm,Default Response Set,Anonymous,,,130.64.222.100,0,2016-03-03 15:53:23,2016-03-03 16:02:16,1,1,1,1,3,4,5,3,3,1,4,1,1,1,4,3,2,42.401901245117,-71.119300842285,-1,
R_2bUDM13742z3mld,Default Response Set,Anonymous,,,130.64.145.213,0,2016-03-03 21:14:17,2016-03-03 21:16:34,1,5,2,1,5,3,2,5,3,2,2,3,4,3,4,4,3,42.401901245117,-71.119300842285,-1,
R_Y6snmA6KKUKcdWh,Default Response Set,Anonymous,,,70.192.20.246,0,2016-03-03 21:15:01,2016-03-03 21:18:48,1,1,1,2,2,4,5,2,5,1,5,2,1,1,4,4,1,42.347396850586,-71.082801818848,-1,
R_1GHaHFZfFg9aMPc,Default Response Set,Anonymous,,,38.122.127.226,0,2016-03-03 21:35:46,2016-03-03 21:48:08,1,2,1,1,2,1,4,2,2,1,5,3,2,1,1,2,1,42.361602783203,-71.067398071289,-1,
R_1OoFbjnfmhuo5O6,Default Response Set,Anonymous,,,172.58.216.255,0,2016-03-04 00:56:32,2016-03-04 01:03:03,1,1,1,2,1,2,5,1,3,2,3,1,1,3,3,2,4,42.40299987793,-71.259002685547,-1,
R_28M9Yyy7y7P1Bm6,Default Response Set,Anonymous,,,209.6.51.212,0,2016-03-04 09:54:30,2016-03-04 09:56:42,1,2,2,1,4,3,5,3,4,1,3,3,1,2,4,3,3,42.401901245117,-71.119300842285,-1,
R_WqBJcAdqTXOMXCN,Default Response Set,Anonymous,,,130.64.25.63,0,2016-03-04 13:48:33,2016-03-04 13:58:16,1,2,1,5,3,3,4,2,3,2,4,1,2,1,4,5,2,42.401901245117,-71.119300842285,-1,
R_Y04XMr4aII1pZrb,Default Response Set,Anonymous,,,68.198.157.25,0,2016-03-04 15:36:14,2016-03-04 15:38:24,1,2,2,3,2,2,3,2,3,1,2,1,1,1,3,3,1,41.139602661133,-73.405601501465,-1,
R_23e1zc3jQ0l4zeP,Default Response Set,Anonymous,,,130.64.25.60,0,2016-03-04 15:52:24,2016-03-04 15:54:19,1,1,1,3,5,4,5,1,3,2,1,1,1,2,3,3,3,42.401901245117,-71.119300842285,-1,
R_12PzY4Wxqg19ffl,Default Response Set,Anonymous,,,130.64.25.57,0,2016-03-04 15:55:25,2016-03-04 15:58:17,1,4,2,5,3,2,4,2,2,1,3,4,1,2,3,4,1,42.401901245117,-71.119300842285,-1,
R_1NmM4znloRzlJo0,Default Response Set,Anonymous,,,209.6.47.106,0,2016-03-04 15:57:35,2016-03-04 16:00:37,1,1,2,1,4,1,5,1,3,1,5,4,1,1,4,3,2,42.382797241211,-71.095497131348,-1,
R_12hWkMB7CNyDBKX,Default Response Set,Anonymous,,,130.64.25.62,0,2016-03-04 15:59:33,2016-03-04 16:01:53,1,1,1,1,2,1,5,3,3,1,5,1,1,2,5,3,2,42.401901245117,-71.119300842285,-1,
R_1H5cN4AfiZdGa0K,Default Response Set,Anonymous,,,71.192.160.173,0,2016-03-04 16:01:05,2016-03-04 16:02:31,1,1,1,1,1,1,4,2,3,1,4,2,1,4,2,4,1,42.364593505859,-71.102798461914,-1,
R_1ZTEacZoAewD8lj,Default Response Set,Anonymous,,,37.132.41.186,0,2016-03-04 15:58:55,2016-03-04 16:08:04,1,2,3,4,4,3,2,2,3,2,2,3,2,3,3,3,4,40.41650390625,-3.7026062011719,-1,
R_295t3mK2L5kpIri,Default Response Set,Anonymous,,,130.64.129.77,0,2016-03-04 16:01:32,2016-03-04 16:08:43,1,2,1,2,3,2,5,1,3,1,5,2,1,1,4,4,2,42.401901245117,-71.119300842285,-1,
R_3Kq2uHjJ2MGShqq,Default Response Set,Anonymous,,,209.6.47.23,0,2016-03-04 16:07:47,2016-03-04 16:09:22,1,2,1,1,2,5,3,3,3,1,3,2,1,1,3,3,2,42.382797241211,-71.095497131348,-1,
R_1lc3stb1W396MdL,Default Response Set,Anonymous,,,107.107.58.128,0,2016-03-04 16:05:16,2016-03-04 16:09:37,1,1,1,1,2,1,4,3,3,1,4,1,1,1,4,3,1,40.650100708008,-73.949600219727,-1,
R_73NshoXXrq0ALE5,Default Response Set,Anonymous,,,130.64.25.56,0,2016-03-04 16:07:49,2016-03-04 16:11:03,1,2,3,2,1,1,5,3,3,4,4,3,2,2,4,4,2,42.401901245117,-71.119300842285,-1,
R_1Feqf8CBSDFbzu6,Default Response Set,Anonymous,,,172.58.217.140,0,2016-03-04 16:09:35,2016-03-04 16:12:53,1,2,1,1,1,1,5,4,2,1,4,1,1,1,5,5,2,42.166305541992,-71.361198425293,-1,
R_3CTVravz0pdlDIg,Default Response Set,Anonymous,,,66.30.113.39,0,2016-03-04 16:14:10,2016-03-04 16:16:13,1,3,2,3,4,3,2,4,3,2,2,3,2,1,4,4,3,42.401901245117,-71.119300842285,-1,
R_1i3XT2WwHXO2G3a,Default Response Set,Anonymous,,,130.64.25.57,0,2016-03-04 16:12:13,2016-03-04 16:16:16,1,1,1,2,4,1,4,2,2,2,4,1,2,1,2,4,2,42.401901245117,-71.119300842285,-1,
R_3h0AWfDEYCVjiVX,Default Response Set,Anonymous,,,24.61.46.219,0,2016-03-04 16:18:24,2016-03-04 16:21:57,1,5,3,4,5,3,3,1,3,4,1,3,4,4,2,2,3,42.380004882812,-71.13289642334,-1,
R_1C7IeaHg7bjwN8R,Default Response Set,Anonymous,,,73.4.164.12,0,2016-03-04 16:21:09,2016-03-04 16:22:51,1,1,1,1,4,1,4,2,2,1,5,2,1,1,2,3,5,42.380004882812,-71.13289642334,-1,
R_zSGs93iRjobA1Db,Default Response Set,Anonymous,,,130.64.25.60,0,2016-03-04 16:23:11,2016-03-04 16:25:23,1,2,1,2,5,1,5,1,1,1,4,2,1,2,2,3,5,42.401901245117,-71.119300842285,-1,
R_DVuZSo6VolKUdpf,Default Response Set,Anonymous,,,109.246.160.207,0,2016-03-04 16:30:16,2016-03-04 16:32:51,1,1,1,1,3,3,4,1,3,1,2,2,1,1,2,4,3,51.536697387695,-0.094406127929688,-1,
R_2uUJ60MWyVDmQbg,Default Response Set,Anonymous,,,130.64.194.240,0,2016-03-04 16:25:04,2016-03-04 16:33:08,1,3,1,1,5,3,5,3,2,3,4,1,2,3,3,3,4,42.401901245117,-71.119300842285,-1,
R_Usx4BBAAcY4WlgJ,Default Response Set,Anonymous,,,209.6.48.33,0,2016-03-04 16:34:44,2016-03-04 16:38:05,1,1,1,2,2,3,5,3,3,1,4,3,3,3,3,3,2,42.382797241211,-71.095497131348,-1,
R_31QWk867zHd9MVU,Default Response Set,Anonymous,,,50.169.37.23,0,2016-03-04 16:47:30,2016-03-04 16:49:21,1,2,2,1,5,2,5,2,4,1,5,3,1,2,5,5,1,42.406295776367,-71.051200866699,-1,
R_UzsHf6JjbVvy98Z,Default Response Set,Anonymous,,,130.64.195.39,0,2016-03-04 16:53:13,2016-03-04 16:56:01,1,2,1,2,2,1,5,3,5,2,5,1,1,1,3,3,1,42.401901245117,-71.119300842285,-1,
R_2R8Pog3ENrTHY8B,Default Response Set,Anonymous,,,98.118.100.96,0,2016-03-04 17:28:48,2016-03-04 17:31:00,1,2,1,2,2,2,4,1,2,1,5,2,1,1,3,3,3,42.424697875977,-71.111198425293,-1,
R_UaUAcRyyxZbd2GR,Default Response Set,Anonymous,,,144.82.176.181,0,2016-03-04 17:22:08,2016-03-04 17:41:01,1,2,2,3,2,3,1,2,2,1,2,4,4,3,3,2,4,51.514404296875,-0.094100952148438,-1,
R_27qTaip9VjZBPWt,Default Response Set,Anonymous,,,208.54.36.169,0,2016-03-04 17:45:27,2016-03-04 17:47:06,1,1,1,1,2,1,4,2,3,1,2,1,1,1,4,4,1,42.590805053711,-71.80549621582,-1,
R_3dFXvQ7JZ2zBA0T,Default Response Set,Anonymous,,,130.64.137.236,0,2016-03-04 17:59:00,2016-03-04 18:02:14,1,2,1,1,2,1,4,2,2,3,4,2,2,1,2,2,1,42.401901245117,-71.119300842285,-1,
R_22lBolkkPb1WScW,Default Response Set,Anonymous,,,130.64.186.237,0,2016-03-04 18:19:23,2016-03-04 18:21:17,1,1,1,4,5,4,3,4,3,1,1,5,2,1,1,2,4,42.401901245117,-71.119300842285,-1,
R_1E3QDTzZpTuNxZ7,Default Response Set,Anonymous,,,130.64.185.200,0,2016-03-04 18:25:10,2016-03-04 18:26:46,1,1,1,1,1,1,5,3,4,3,5,3,1,2,5,4,1,42.401901245117,-71.119300842285,-1,
R_2z7rFKpTQmqmScx,Default Response Set,Anonymous,,,98.118.43.190,0,2016-03-04 18:44:14,2016-03-04 18:49:37,1,1,1,1,2,2,4,2,3,1,4,1,1,1,3,3,3,42.424697875977,-71.111198425293,-1,
R_2ypi8179fSYJwsv,Default Response Set,Anonymous,,,163.1.32.35,0,2016-03-04 18:53:35,2016-03-04 18:56:45,1,2,2,4,3,3,3,3,3,1,4,2,3,1,3,3,2,51.75,-1.25,-1,
R_22nqsH8oAZjLtNv,Default Response Set,Anonymous,,,130.64.25.57,0,2016-03-04 18:56:49,2016-03-04 18:58:58,1,1,1,1,1,3,5,3,3,2,5,1,2,1,2,3,1,42.401901245117,-71.119300842285,-1,
R_3HLhMgj4vn1DnC7,Default Response Set,Anonymous,,,130.64.154.133,0,2016-03-04 19:14:20,2016-03-04 19:16:12,1,1,1,2,1,3,4,2,2,1,3,1,1,1,2,3,2,42.401901245117,-71.119300842285,-1,
R_3MQBgGylHkrlkdG,Default Response Set,Anonymous,,,209.6.48.33,0,2016-03-04 19:25:27,2016-03-04 19:26:56,1,2,1,2,2,1,5,3,3,2,2,2,2,1,3,3,2,42.382797241211,-71.095497131348,-1,
R_1ddja64Jzkymstt,Default Response Set,Anonymous,,,130.64.161.216,0,2016-03-04 19:39:29,2016-03-04 19:40:26,1,,,,,,,,,,,,,,,,,42.401901245117,-71.119300842285,-1,
R_3RrBsTDVwpDF2A7,Default Response Set,Anonymous,,,76.24.28.118,0,2016-03-04 19:35:29,2016-03-04 19:48:24,1,3,2,1,3,2,5,3,1,1,4,1,1,1,3,5,3,42.364593505859,-71.102798461914,-1,
R_2c5WOAOSsVwr5PY,Default Response Set,Anonymous,,,98.217.15.160,0,2016-03-04 19:54:50,2016-03-04 19:56:28,1,2,1,1,3,1,5,3,4,4,4,3,3,2,3,4,4,42.424697875977,-71.111198425293,-1,
R_RIdq3HQOXIksFRT,Default Response Set,Anonymous,,,73.149.189.29,0,2016-03-04 20:08:53,2016-03-04 20:16:18,1,3,1,2,3,2,4,3,4,2,5,2,1,2,3,3,3,42.428100585938,-71.05460357666,-1,
R_2rG7JXG4MyAubSo,Default Response Set,Anonymous,,,130.64.25.62,0,2016-03-05 00:23:25,2016-03-05 00:25:11,1,1,1,2,3,2,3,2,3,1,4,4,1,1,2,3,2,42.401901245117,-71.119300842285,-1,
R_1l5ET7uMOwkLm6y,Default Response Set,Anonymous,,,130.64.95.32,0,2016-03-05 00:23:29,2016-03-05 00:25:30,1,2,1,2,2,2,4,2,2,1,4,,2,1,4,4,2,42.401901245117,-71.119300842285,-1,
R_1Owz4a1NUqlMqns,Default Response Set,Anonymous,,,85.70.152.2,0,2016-03-05 05:42:31,2016-03-05 05:46:54,1,1,1,1,2,2,4,3,3,2,4,3,2,2,4,3,2,50.083297729492,14.466705322266,-1,
R_1l5cOBdVZqCR4NW,Default Response Set,Anonymous,,,130.64.159.25,0,2016-03-05 11:52:20,2016-03-05 12:00:43,1,2,1,2,3,2,4,2,3,2,4,2,2,1,3,4,3,42.401901245117,-71.119300842285,-1,
R_3ISnQZMlQYCzmBJ,Default Response Set,Anonymous,,,130.64.92.82,0,2016-03-05 12:03:48,2016-03-05 12:05:34,1,1,1,3,1,3,4,2,5,2,4,1,1,1,5,3,1,42.401901245117,-71.119300842285,-1,
R_33v6Ha7dlX6skGk,Default Response Set,Anonymous,,,130.64.25.60,0,2016-03-05 13:32:20,2016-03-05 13:35:36,1,1,1,1,3,1,5,3,3,1,4,2,1,1,4,3,3,42.401901245117,-71.119300842285,-1,
R_3s1dnH5kpYNXbsh,Default Response Set,Anonymous,,,73.249.209.227,0,2016-03-05 13:40:54,2016-03-05 13:43:07,1,1,1,1,2,1,5,2,3,2,5,1,1,1,4,4,2,42.393096923828,-71.134498596191,-1,
R_O7OQWJA441sBWwN,Default Response Set,Anonymous,,,98.110.163.239,0,2016-03-05 15:17:32,2016-03-05 15:19:29,1,1,1,1,2,1,5,2,3,1,5,1,1,1,4,4,4,42.533493041992,-71.10359954834,-1,
R_2QRLziVIXPd7MtS,Default Response Set,Anonymous,,,65.96.179.195,0,2016-03-05 15:32:33,2016-03-05 15:35:50,1,1,1,1,1,1,5,3,3,1,5,1,1,1,5,3,3,42.273696899414,-71.089996337891,-1,
R_Z1NEcxem8hZk5Oh,Default Response Set,Anonymous,,,67.87.255.247,0,2016-03-05 16:29:00,2016-03-05 16:30:38,1,2,1,2,3,3,3,3,3,1,4,2,2,1,2,4,3,41.144897460938,-73.342796325684,-1,
R_25KNVAN7MWTP2Xf,Default Response Set,Anonymous,,,66.31.32.78,0,2016-03-05 19:03:51,2016-03-05 19:06:04,1,5,5,5,5,5,1,2,4,5,1,5,5,1,3,4,5,42.424697875977,-71.111198425293,-1,
R_1DMdIPVjE6NtXaM,Default Response Set,Anonymous,,,209.6.197.19,0,2016-03-05 14:31:18,2016-03-06 02:08:01,1,1,1,1,1,1,5,3,3,1,5,1,1,1,4,3,1,42.382797241211,-71.095497131348,-1,
R_3M5S7bCQNSdD4qd,Default Response Set,Anonymous,,,130.64.160.128,0,2016-03-06 12:41:01,2016-03-06 12:43:16,1,2,1,2,1,3,3,3,3,2,3,1,1,1,3,3,1,42.401901245117,-71.119300842285,-1,
R_1GyrnJxshjAJAi6,Default Response Set,Anonymous,,,130.64.93.136,0,2016-03-06 16:35:41,2016-03-06 16:38:52,1,1,1,1,2,3,3,3,3,1,5,1,1,1,5,3,1,42.401901245117,-71.119300842285,-1,
R_qVpG2A0lfvUpOmt,Default Response Set,Anonymous,,,71.126.244.56,0,2016-03-06 17:07:59,2016-03-06 17:12:43,1,3,1,1,3,3,5,2,5,1,4,5,1,2,4,4,3,42.428100585938,-71.05460357666,-1,
R_3FWrl4jXjl1oKvK,Default Response Set,Anonymous,,,130.64.194.70,0,2016-03-06 21:48:58,2016-03-06 21:53:09,1,2,1,1,2,1,5,2,4,3,5,2,2,1,4,5,2,42.401901245117,-71.119300842285,-1,
